"term","estimate","std.error","statistic","p.value","significance","step","outcome","R2","R2_p_value","R2_annotated","N","R2_change","F_change","p_value","dataset","significance_d_cleaned","significance_d_with_outliers","significance_difference"
"Relationship_experience","0.2***",0.0514021221681485,3.96340682175944,8.88101490908469e-05,"***","Step 3","Social_competence",0.08,0.00065690064340735,"0.08***",377,NA,NA,NA,"d_cleaned","***","***","No"
"Helicopter_parenting","-0.11*",0.0513144350127768,-2.05263971877773,0.0408161978222899,"*","Step 3","Social_competence",0.08,0.00065690064340735,"0.08***",377,NA,NA,NA,"d_cleaned","*","*","No"
"Reciprocal_filial_piety","0.14*",0.0555239919843991,2.58144852100344,0.0102258613016307,"*","Step 3","Social_competence",0.08,0.00065690064340735,"0.08***",377,NA,NA,NA,"d_cleaned","*","**","Yes"
"Authoritarian_filial_piety","0",0.0550263470597905,0.0720855643017986,0.942573082091473,"","Step 3","Social_competence",0.08,0.00065690064340735,"0.08***",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.06",0.0587629483046465,1.04373639710185,0.297294374129589,"","Step 3","Social_competence",0.08,0.00065690064340735,"0.08***",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","0.04",0.0638408083357763,0.701719727748528,0.483298717013163,"","Step 3","Social_competence",0.08,0.00065690064340735,"0.08***",377,NA,NA,NA,"d_cleaned","","","No"
NA,NA,NA,NA,NA,"**","Step 2 vs Step 1","Social_competence",NA,NA,NA,NA,"0.035**",4.603,0.004,"d_cleaned","**","***","Yes"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Social_competence",NA,NA,NA,NA,"0.007",1.334,0.265,"d_cleaned","","","No"
"(Intercept)","0",0.0506863366238743,-4.3078309273271e-15,0.999999999999997,"","Step 1","Relationship_initiation",0.04,0.00314588843816346,"0.04**",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","-0.12*",0.0509161783160741,-2.26892749035866,0.0238449286300085,"*","Step 1","Relationship_initiation",0.04,0.00314588843816346,"0.04**",377,NA,NA,NA,"d_cleaned","*","*","No"
"Age","0.01",0.0520406945664304,0.267036080006263,0.789589354660166,"","Step 1","Relationship_initiation",0.04,0.00314588843816346,"0.04**",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0.03",0.0520030802949912,0.615077608369402,0.538879534163308,"","Step 1","Relationship_initiation",0.04,0.00314588843816346,"0.04**",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.17***",0.0512609720177356,3.40364176826054,0.000737306146551119,"***","Step 1","Relationship_initiation",0.04,0.00314588843816346,"0.04**",377,NA,NA,NA,"d_cleaned","***","***","No"
"(Intercept)","0",0.0502440030307342,-3.6764885082253e-15,0.999999999999997,"","Step 2","Relationship_initiation",0.07,0.000654151111919804,"0.07***",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","-0.13**",0.0507924419444203,-2.59987548717411,0.00970023640802173,"**","Step 2","Relationship_initiation",0.07,0.000654151111919804,"0.07***",377,NA,NA,NA,"d_cleaned","**","*","Yes"
"Age","0.01",0.0518256420693458,0.158444810473884,0.87419298194361,"","Step 2","Relationship_initiation",0.07,0.000654151111919804,"0.07***",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0.06",0.0526092277513247,1.12254719550624,0.262359722538725,"","Step 2","Relationship_initiation",0.07,0.000654151111919804,"0.07***",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.19***",0.0513488356112935,3.72704183773867,0.000224103815472697,"***","Step 2","Relationship_initiation",0.07,0.000654151111919804,"0.07***",377,NA,NA,NA,"d_cleaned","***","***","No"
"Helicopter_parenting","-0.12*",0.0513556742252049,-2.28616271044215,0.0228108532050969,"*","Step 2","Relationship_initiation",0.07,0.000654151111919804,"0.07***",377,NA,NA,NA,"d_cleaned","*","*","No"
"Reciprocal_filial_piety","0.09",0.0551140072499072,1.56862568377858,0.117592277641776,"","Step 2","Relationship_initiation",0.07,0.000654151111919804,"0.07***",377,NA,NA,NA,"d_cleaned","","","No"
"Authoritarian_filial_piety","0.03",0.0549233790456025,0.606349595314166,0.544655466218297,"","Step 2","Relationship_initiation",0.07,0.000654151111919804,"0.07***",377,NA,NA,NA,"d_cleaned","","","No"
"(Intercept)","0.01",0.050428159324974,0.121039169586527,0.903726251147852,"","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","-0.12*",0.0501561447106837,-2.39377018804925,0.0171776542707132,"*","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","*","*","No"
"Age","0.01",0.0511579575085925,0.256176358009669,0.797958196158893,"","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0.06",0.0518366518657941,1.14974697563927,0.250996778881255,"","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.21***",0.0507589479973307,4.05524168837359,6.11929391613939e-05,"***","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","***","***","No"
"Helicopter_parenting","-0.11*",0.0506723580362201,-2.14017522722757,0.032999366065267,"*","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","*","*","No"
"Reciprocal_filial_piety","0.08",0.0548292425071647,1.38195530730961,0.167825990233698,"","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","","","No"
"Authoritarian_filial_piety","0.04",0.0543378244142169,0.794711934747542,0.427294703277126,"","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.15*",0.0580276710640102,2.54755701246907,0.0112551317587701,"*","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","*","**","Yes"
"Helicopter_parenting:Authoritarian_filial_piety","0.08",0.0630419938659889,1.26456855974078,0.20682848664211,"","Step 3","Relationship_initiation",0.1,1.54376608951128e-05,"0.1***",377,NA,NA,NA,"d_cleaned","","","No"
NA,NA,NA,NA,NA,"*","Step 2 vs Step 1","Relationship_initiation",NA,NA,NA,NA,"0.024*",3.193,0.024,"d_cleaned","*","*","No"
NA,NA,NA,NA,NA,"**","Step 3 vs Step 2","Relationship_initiation",NA,NA,NA,NA,"0.032**",6.554,0.002,"d_cleaned","**","**","No"
"(Intercept)","0",0.0510985688106576,-6.39694666677953e-15,0.999999999999995,"","Step 1","Negative_assertion",0.03,0.0427661179418271,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.1*",0.0513302798062969,2.00909164386024,0.0452494065878036,"*","Step 1","Negative_assertion",0.03,0.0427661179418271,"0.03*",377,NA,NA,NA,"d_cleaned","*","*","No"
"Age","-0.01",0.052463941751999,-0.138614215753585,0.889830014107894,"","Step 1","Negative_assertion",0.03,0.0427661179418271,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","-0.03",0.0524260215635336,-0.514613825434427,0.607128506633578,"","Step 1","Negative_assertion",0.03,0.0427661179418271,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.11*",0.0516778777165695,2.16710457318946,0.0308609178938946,"*","Step 1","Negative_assertion",0.03,0.0427661179418271,"0.03*",377,NA,NA,NA,"d_cleaned","*","*","No"
"(Intercept)","0",0.0509214574206284,-4.12360048774642e-15,0.999999999999997,"","Step 2","Negative_assertion",0.04,0.0310592673680669,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.09",0.0514772910944302,1.80035120776484,0.0726217461634515,"","Step 2","Negative_assertion",0.04,0.0310592673680669,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Age","-0.02",0.052524422154752,-0.311090330840925,0.755907616351999,"","Step 2","Negative_assertion",0.04,0.0310592673680669,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","-0.01",0.053318573148571,-0.183766529017111,0.854297554077165,"","Step 2","Negative_assertion",0.04,0.0310592673680669,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.13*",0.0520411867776516,2.47905009008875,0.0136193187703597,"*","Step 2","Negative_assertion",0.04,0.0310592673680669,"0.04*",377,NA,NA,NA,"d_cleaned","*","*","No"
"Helicopter_parenting","-0.1",0.0520481175985676,-1.82615815387429,0.0686343558242415,"","Step 2","Negative_assertion",0.04,0.0310592673680669,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Reciprocal_filial_piety","0.02",0.0558571253118434,0.270494791496355,0.786930852747125,"","Step 2","Negative_assertion",0.04,0.0310592673680669,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Authoritarian_filial_piety","0.08",0.0556639268124576,1.43283567373444,0.152751449758546,"","Step 2","Negative_assertion",0.04,0.0310592673680669,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"(Intercept)","0",0.0519808604724001,0.0848916874453245,0.932393790015725,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.09",0.051700470430385,1.82737808172671,0.0684548314671404,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Age","-0.01",0.0527331294043518,-0.275472016429672,0.783108654304843,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","-0.01",0.0534327210047065,-0.178976924888985,0.858054583987267,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.13*",0.0523218342468506,2.51722544467417,0.0122535806851947,"*","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","*","*","No"
"Helicopter_parenting","-0.09",0.0522325781497205,-1.79941782593083,0.0727739088389532,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Reciprocal_filial_piety","0.01",0.0565174545873391,0.191887258891902,0.847936642480305,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Authoritarian_filial_piety","0.08",0.056010905554714,1.47909571082525,0.139972532843067,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.04",0.0598143639088338,0.651927026656829,0.51485631224067,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","-0.01",0.0649830795118272,-0.128499896717565,0.897823767151155,"","Step 3","Negative_assertion",0.04,0.0706169363777477,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
NA,NA,NA,NA,NA,"","Step 2 vs Step 1","Negative_assertion",NA,NA,NA,NA,"0.015",1.864,0.135,"d_cleaned","","","No"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Negative_assertion",NA,NA,NA,NA,"0.001",0.225,0.798,"d_cleaned","","","No"
"(Intercept)","0",0.0511141858676954,-3.34412381852679e-15,0.999999999999997,"","Step 1","Emotional_support",0.03,0.0470083707170883,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.04",0.0513459676802659,0.81003152427021,0.418439913994274,"","Step 1","Emotional_support",0.03,0.0470083707170883,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Age","0",0.0524799761026636,0.0441719693980177,0.964791026059792,"","Step 1","Emotional_support",0.03,0.0470083707170883,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","-0.11*",0.0524420443247983,-2.17512569272639,0.0302499644454564,"*","Step 1","Emotional_support",0.03,0.0470083707170883,"0.03*",377,NA,NA,NA,"d_cleaned","*","","Yes"
"Relationship_experience","0.09",0.0516936718255372,1.71848341540512,0.0865404949363681,"","Step 1","Emotional_support",0.03,0.0470083707170883,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"(Intercept)","0",0.050408081985365,-7.29736240714298e-15,0.999999999999994,"","Step 2","Emotional_support",0.06,0.00174553501918024,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.02",0.0509583119045087,0.452826668001487,0.650939686505403,"","Step 2","Emotional_support",0.06,0.00174553501918024,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Age","0.01",0.0519948860917341,0.114799150488859,0.908666763118413,"","Step 2","Emotional_support",0.06,0.00174553501918024,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","-0.08",0.0527810306844647,-1.54376397714034,0.123502660817333,"","Step 2","Emotional_support",0.06,0.00174553501918024,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.1",0.0515165225542199,1.85227303544581,0.064785063248199,"","Step 2","Emotional_support",0.06,0.00174553501918024,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting","-0.05",0.0515233835006001,-1.02093939922971,0.307952021669234,"","Step 2","Emotional_support",0.06,0.00174553501918024,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Reciprocal_filial_piety","0.19***",0.0552939898975787,3.37700370935034,0.000810816835523848,"***","Step 2","Emotional_support",0.06,0.00174553501918024,"0.06**",377,NA,NA,NA,"d_cleaned","***","***","No"
"Authoritarian_filial_piety","-0.06",0.055102739169697,-1.0382308479623,0.299842435644754,"","Step 2","Emotional_support",0.06,0.00174553501918024,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"(Intercept)","0",0.0514242157830999,0.00253984503200004,0.997974879025295,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.03",0.0511468283390871,0.514876160814187,0.606949508970994,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Age","0.01",0.052168428932556,0.130872698500813,0.895947720582279,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","-0.08",0.052860528853368,-1.53992136984169,0.12444125840216,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.1",0.051761538189739,1.91500827502144,0.056268501128375,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","*","Yes"
"Helicopter_parenting","-0.05",0.051673237904652,-0.968451171702071,0.333456874007879,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Reciprocal_filial_piety","0.18**",0.0559122291127529,3.30854544769644,0.00103061066492895,"**","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","**","***","Yes"
"Authoritarian_filial_piety","-0.06",0.0554111045349428,-0.996660050726101,0.319586215181838,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.03",0.0591738329958951,0.554750872066849,0.579402996448049,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","0.03",0.0642871986476803,0.47508276020906,0.635010589903522,"","Step 3","Emotional_support",0.06,0.00462470301191665,"0.06**",377,NA,NA,NA,"d_cleaned","","","No"
NA,NA,NA,NA,NA,"**","Step 2 vs Step 1","Emotional_support",NA,NA,NA,NA,"0.034**",4.498,0.004,"d_cleaned","**","***","Yes"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Emotional_support",NA,NA,NA,NA,"0.002",0.458,0.633,"d_cleaned","","","No"
"(Intercept)","0",0.051047659749711,3.74234726196445e-15,0.999999999999997,"","Step 1","Self_disclosure",0.03,0.0313350186424064,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.02",0.0512791398936949,0.38514229575563,0.700352108820757,"","Step 1","Self_disclosure",0.03,0.0313350186424064,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Age","0.03",0.0524116723818324,0.512250750810647,0.60877951484932,"","Step 1","Self_disclosure",0.03,0.0313350186424064,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0.04",0.0523737899729219,0.736235320708333,0.462051499237329,"","Step 1","Self_disclosure",0.03,0.0313350186424064,"0.03*",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.16**",0.0516263914951841,3.10375678292187,0.00205702796894131,"**","Step 1","Self_disclosure",0.03,0.0313350186424064,"0.03*",377,NA,NA,NA,"d_cleaned","**","**","No"
"(Intercept)","0",0.0510212985807966,2.04344772226688e-15,0.999999999999998,"","Step 2","Self_disclosure",0.04,0.0519452624004384,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.01",0.051578222071773,0.188164058333773,0.850851480006233,"","Step 2","Self_disclosure",0.04,0.0519452624004384,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Age","0.03",0.0526274062308317,0.480199504040591,0.631370075794047,"","Step 2","Self_disclosure",0.04,0.0519452624004384,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0.06",0.0534231143080608,1.08502371760701,0.278619513286868,"","Step 2","Self_disclosure",0.04,0.0519452624004384,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.17**",0.0521432233792651,3.21020220067295,0.00144270960571947,"**","Step 2","Self_disclosure",0.04,0.0519452624004384,"0.04",377,NA,NA,NA,"d_cleaned","**","**","No"
"Helicopter_parenting","-0.01",0.052150167789368,-0.25287398307756,0.80050640577151,"","Step 2","Self_disclosure",0.04,0.0519452624004384,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Reciprocal_filial_piety","0.09",0.0559666437835699,1.5716440859739,0.116890144608319,"","Step 2","Self_disclosure",0.04,0.0519452624004384,"0.04",377,NA,NA,NA,"d_cleaned","","*","Yes"
"Authoritarian_filial_piety","0.02",0.0557730664819404,0.291812504888239,0.770593967330669,"","Step 2","Self_disclosure",0.04,0.0519452624004384,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"(Intercept)","0",0.0520821739519104,-0.0345215042895566,0.972480062434542,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","0.01",0.0518012374146946,0.230220034505713,0.818049063928597,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Age","0.03",0.0528359090962782,0.478354349486115,0.632682848732507,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0.06",0.05353686423811,1.08219417910425,0.279876792282368,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.17**",0.0524238123024991,3.23573338291589,0.00132355521450028,"**","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","**","***","Yes"
"Helicopter_parenting","-0.01",0.052334382240458,-0.215732964145456,0.829315751462061,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Reciprocal_filial_piety","0.09",0.0566276101316159,1.55772644770498,0.120159998855188,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","*","Yes"
"Authoritarian_filial_piety","0.02",0.0561200738078114,0.298646720745607,0.765378637591258,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.01",0.0599309453058563,0.22179989799171,0.824593024793078,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","0.03",0.0651097350122327,0.487930589504413,0.625890373520523,"","Step 3","Self_disclosure",0.04,0.109346577526251,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
NA,NA,NA,NA,NA,"","Step 2 vs Step 1","Self_disclosure",NA,NA,NA,NA,"0.009",1.128,0.338,"d_cleaned","","","No"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Self_disclosure",NA,NA,NA,NA,"0.001",0.23,0.795,"d_cleaned","","","No"
"(Intercept)","0",0.0514600134222476,2.6917645931452e-15,0.999999999999998,"","Step 1","Conflict_management",0.01,0.330080546968945,"0.01",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","-0.07",0.051693363420559,-1.37334621393241,0.170471880505294,"","Step 1","Conflict_management",0.01,0.330080546968945,"0.01",377,NA,NA,NA,"d_cleaned","","","No"
"Age","-0.08",0.0528350442992994,-1.42463742429415,0.155100401879912,"","Step 1","Conflict_management",0.01,0.330080546968945,"0.01",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0",0.0527968558832082,0.0267031586150836,0.978710812666105,"","Step 1","Conflict_management",0.01,0.330080546968945,"0.01",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.05",0.0520434200570659,1.00364882134365,0.316200301551573,"","Step 1","Conflict_management",0.01,0.330080546968945,"0.01",377,NA,NA,NA,"d_cleaned","","","No"
"(Intercept)","0",0.0509877585709988,4.89422664979477e-16,1,"","Step 2","Conflict_management",0.04,0.0437956167006931,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","-0.08",0.0515443159556654,-1.61732521952915,0.106662587944097,"","Step 2","Conflict_management",0.04,0.0437956167006931,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Age","-0.07",0.0525928104096802,-1.31317313476759,0.189940612736586,"","Step 2","Conflict_management",0.04,0.0437956167006931,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0.02",0.0533879954101268,0.37047857769624,0.711238506942156,"","Step 2","Conflict_management",0.04,0.0437956167006931,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Relationship_experience","0.05",0.0521089458467115,1.02361233178741,0.306688998907417,"","Step 2","Conflict_management",0.04,0.0437956167006931,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting","-0.08",0.0521158856917486,-1.50253529994774,0.13381420248781,"","Step 2","Conflict_management",0.04,0.0437956167006931,"0.04*",377,NA,NA,NA,"d_cleaned","","","No"
"Reciprocal_filial_piety","0.13*",0.0559298528387475,2.2771360381307,0.0233498492009415,"*","Step 2","Conflict_management",0.04,0.0437956167006931,"0.04*",377,NA,NA,NA,"d_cleaned","*","**","Yes"
"Authoritarian_filial_piety","-0.1",0.0557364027895552,-1.73817947548008,0.083013371463087,"","Step 2","Conflict_management",0.04,0.0437956167006931,"0.04*",377,NA,NA,NA,"d_cleaned","","*","Yes"
"(Intercept)","-0.01",0.0520369513629144,-0.107897043884543,0.914136324139052,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Gender","-0.09",0.0517562587609377,-1.64852476412129,0.100100771538227,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Age","-0.07",0.0527900320443046,-1.35039624797805,0.177721041219893,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Ethnicity_Chinese","0.02",0.0534903785516675,0.364322867957203,0.715826742110475,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
